Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,X,Y,Latitude,Longitude,Elevation (ft),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,City Generator Link
267,Shersterton,Shersterton,Shersterton Land,Waria,Warian Empire,Westen,Norwickism,1183,557.31,346.52,8.5,-23.66,13,100°F,Mecca,,,citadel,,plaza,,,{t1:or;division:{division:perChevron;t:gules;line:embattledNotched};charges:[{charge:boat;t:azure;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Shersterton&population=1183&size=14&seed=8194174370267&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
268,Skathuph,Olzaler,Olzaler Margrave,Sor'thaz,Kingdom of Sor'thaz,Aj'Snaga,Norwickism,6702,148.3,416.6,2.64,-57.89,82,102°F,Mecca,,,,,,,,{t1:or;charges:[{charge:mascle;t:vert;p:jlh;size:0.7}];shield:fantasy1},https://watabou.github.io/city-generator/?name=Skathuph&population=6702&size=27&seed=8194174370268&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
269,Yiung,Howantingia,Howantingia Parish,Seavedonia,Holy State of Seavedonia,Guantzu,Guantzu Faith,1806,879.2,418.3,2.49,3.28,13,102°F,Mecca,,,citadel,,,temple,,{t1:or;division:{division:perPale;t:azure;line:rayonne};charges:[{charge:fleurDeLis;t:vert;p:p;size:0.7};{charge:crossCercelee;t:argent;p:q;size:0.7}];shield:banner},https://watabou.github.io/city-generator/?name=Yiung&population=1806&size=16&seed=8194174370269&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
270,Oz'kasesh,Par'has,Par'has County,Sor'thaz,Kingdom of Sor'thaz,Aj'Snaga,Norwickism,7605,63.84,467.38,-1.61,-64.96,161,102°F,Mecca,,,,walls,,,,{t1:purpure;charges:[{charge:mallet;t:argent;p:jln;size:0.7}];shield:fantasy1},https://watabou.github.io/city-generator/?name=Oz%27kasesh&population=7605&size=28&seed=8194174370270&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
271,Longchau,Taityeunia,Taityeunia Parish,Seavedonia,Holy State of Seavedonia,Guantzu,Guantzu Faith,6342,1071.1,478.1,-2.51,19.34,30,102°F,Mecca,,,citadel,,,temple,,{t1:purpure;charges:[{charge:lionRampant;t:argent;p:e;size:1.5}];shield:banner},https://watabou.github.io/city-generator/?name=Longchau&population=6342&size=26&seed=8194174370271&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
272,Wihultash,Tetlia,Tetlia County,Ardg,Ardg Empire,Nortumbic,Nortumbic Beliefs,1275,1462.16,474.88,-2.24,52.07,3360,90°F,Mecca,,,,,,,,{t1:gules;charges:[{charge:ramsHorn;t:argent;p:e;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1275&name=&seed=8194174370272&width=1400&height=636&tags=highway%2Cuncultivated%2Cno+orchards%2Cno+square%2Cdense
273,Norton,Cudmin,Cudmin Seneschalty,Knutsdonia,Grand Duchy of Knutsdonia,Westen,Norwickism,2420,192.96,587.46,-11.66,-54.15,210,100°F,Mecca,,,,,,,,{t1:purpure;charges:[{charge:wyvernWithWingsDisplayed;t:argent;p:beh;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Norton&population=2420&size=18&seed=8194174370273&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
274,Southestow,Wargton,Wargton Parish,Seavedonia,Holy State of Seavedonia,Nortumbic,Nortumbic Beliefs,4374,1105,597,-12.46,22.18,82,100°F,Mecca,,port,citadel,,,temple,,{t1:vert;charges:[{charge:rake;t:argent;p:beh;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Southestow&population=4374&size=23&seed=8194174370274&river=0&coast=1&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1&sea=1.4
275,Credide,Mackingia,Mackingia County,Ardg,Ardg Empire,Nortumbic,Nortumbic Beliefs,2981,1345.18,622.02,-14.56,42.28,266,97°F,Mecca,,,citadel,,plaza,,,{t1:or;charges:[{charge:camel;t:azure;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Credide&population=2981&size=20&seed=8194174370275&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
276,Southleach,Barester,Barester County,Blecland,Duchy of Blecland,Westen,Norwickism,7165,814,676.05,-19.08,-2.18,30,99°F,Mecca,,,citadel,,,,,{t1:azure;division:{division:perCross;t:argent;line:straight};charges:[{charge:plough;t:or;p:j;divided:counter;size:0.6}];shield:heater},https://watabou.github.io/city-generator/?name=Southleach&population=7165&size=27&seed=8194174370276&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
277,Luglasin,Invercastia,Invercastia Margrave,Afespia,Kingdom of Afespia,Keltan,Norwickism,3216,201.55,132.77,26.39,-53.43,210,84°F,Aden,,,,,,,,{t1:argent;charges:[{charge:lionPassant;t:gules;p:e;size:1.5}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Luglasin&population=3216&size=20&seed=8194174370277&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
278,Infig,Anverdunumia,Anverdunumia County,Afespia,Kingdom of Afespia,Keltan,Britian Sect,6385,153.27,240.01,17.41,-57.47,554,95°F,Mecca,,,,walls,,,,{t1:argent;charges:[{charge:eagle;t:gules;p:e;size:1.5}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Infig&population=6385&size=26&seed=8194174370278&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
279,Chichfield,Lurydonia,Lurydonia Region,Withamberia,Diocese of Withamberia,Kentian,Norwickism,4458,285.87,285.83,13.58,-46.38,13,100°F,Mecca,,,,walls,plaza,temple,,{t1:gules;ordinaries:[{ordinary:terrace;t:argent;line:straight}];charges:[{charge:mullet6;t:argent;p:def;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Chichfield&population=4458&size=23&seed=8194174370279&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
280,Thatcking,Kudg,Kudg County,Waria,Warian Empire,Westen,Norwickism,1952,622.2,283.54,13.77,-18.23,118,100°F,Mecca,,,,,,,,{t1:or;charges:[{charge:basilisk;t:gules;p:jln;size:0.7}];shield:heater},https://watabou.github.io/village-generator/?pop=1952&name=&seed=8194174370280&width=1600&height=727&tags=highway%2Cuncultivated%2Cno+orchards%2Cno+square%2Cdense
281,Mackingin,Bridle,Bridle Margrave,Milcesia,Duchy of Milcesia,Kentian,Norwickism,5995,226.68,320.05,10.72,-51.33,52,100°F,Mecca,,,,,,,,{t1:gules;division:{division:perFess;t:argent;line:straight};ordinaries:[{ordinary:fess;t:or;line:straight}];shield:heater},https://watabou.github.io/city-generator/?name=Mackingin&population=5995&size=25&seed=8194174370281&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
282,Tinshatsen,Muichuen,Muichuen Parish,Seavedonia,Holy State of Seavedonia,Guantzu,Guantzu Faith,3979,1118.5,504.5,-4.72,23.31,52,102°F,Mecca,,port,citadel,,plaza,temple,,{t1:azure;ordinaries:[{ordinary:pallReversed;t:argent}];charges:[{charge:fleurDeLis;t:sable;p:e;size:0.7}];shield:banner},https://watabou.github.io/city-generator/?name=Tinshatsen&population=3979&size=22&seed=8194174370282&river=0&coast=1&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1&sea=0.95
283,Ar'tass,Srapjergek,Srapjergek Margrave,Sor'thaz,Kingdom of Sor'thaz,Aj'Snaga,Norwickism,1081,67.37,560.8,-9.43,-64.66,643,99°F,Mecca,,,citadel,walls,,,,{t1:sable;ordinaries:[{ordinary:bar;t:argent;line:straight}];charges:[{charge:key;t:sable;p:def;size:0.3}];shield:fantasy1},https://watabou.github.io/city-generator/?name=Ar%27tass&population=1081&size=13&seed=8194174370283&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
284,Barmouth,Oswestheria,Oswestheria Earldom,Comburghia,Kingdom of Comburghia,Westen,Norwickism,2124,282.3,558.3,-9.22,-46.67,30,100°F,Mecca,,,,,,,,{t1:azure;charges:[{charge:lionRampant;t:or;p:kn;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Barmouth&population=2124&size=17&seed=8194174370284&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
285,Madingdon,Bretfordia,Bretfordia Margrave,Swasings,Principality of Swasings,Westen,Norwickism,4949,969,601,-12.8,10.8,30,100°F,Mecca,,port,citadel,,,,,{t1:or;charges:[{charge:lymphad;t:gules;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Madingdon&population=4949&size=24&seed=8194174370285&river=0&coast=1&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=0.91
286,Ormster,Kirmouth,Kirmouth County,Comburghia,Kingdom of Comburghia,Westen,Norwickism,2919,252.98,638.54,-15.94,-49.13,52,99°F,Mecca,,,,,,,,{t1:chequy-or-azure-small;charges:[{charge:crossFleury;t:gules;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Ormster&population=2919&size=19&seed=8194174370286&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
287,Baram,Kindira,Kindira Earldom,Comburghia,Kingdom of Comburghia,Durinn,Norwickism,764,10.95,774.37,-27.3,-69.38,948,84°F,Aden,,,citadel,,plaza,,,{t1:gules;division:{division:chevronny;t:argent};charges:[{charge:crossFormee;t:or;p:e;divided:counter;size:1.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Baram&population=764&size=12&seed=8194174370287&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
288,Causham,Bernesey,Bernesey Parish,Towcesland,Brotherhood of Towcesland,Mercian,Thetford Cult,5728,278.86,216.14,19.41,-46.96,30,93°F,Mecca,,,citadel,walls,plaza,temple,,{t1:argent;charges:[{charge:inescutcheon;t:sable;p:e;size:1.5};{charge:anchor;t:or;p:e;size:0.75}];shield:heater},https://watabou.github.io/city-generator/?name=Causham&population=5728&size=25&seed=8194174370288&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
289,Craftham,Birneringia,Birneringia County,Waria,Warian Empire,Westen,Norwickism,11746,531.24,273.47,14.61,-25.84,13,99°F,Mecca,,,,walls,,,,{t1:gules;division:{division:perCross;t:or;line:straight};charges:[{charge:boat;t:argent;p:jo;divided:counter;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Craftham&population=11746&size=33&seed=8194174370289&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
290,Botford,Birneringia,Birneringia County,Waria,Warian Empire,Westen,Norwickism,1638,558.6,283.2,13.8,-23.55,82,99°F,Mecca,,,,,,,,{t1:or;division:{division:perFess;t:purpure;line:wavy};charges:[{charge:unicornRampant;t:sable;p:e;divided:counter;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1638&name=&seed=8194174370290&width=1600&height=727&tags=dead+end%2Cuncultivated%2Cno+orchards%2Cno+square%2Cdense
291,Aberdon,Killoch,Killoch County,Sor'thaz,Kingdom of Sor'thaz,Keltan,Norwickism,4831,11.21,384,5.36,-69.36,82,102°F,Mecca,,,citadel,,,,,{t1:purpure;division:{division:perCross;t:or;line:wavy};charges:[{charge:compassRose;t:argent;p:e;divided:counter;size:1.5}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Aberdon&population=4831&size=24&seed=8194174370291&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
292,Fumai,Samshing,Samshing Parish,Seavedonia,Holy State of Seavedonia,Guantzu,Guantzu Faith,740,1026.8,401.7,3.88,15.63,30,102°F,Mecca,,,citadel,walls,,temple,,{t1:argent;charges:[{charge:cowHorns;t:sable;p:e;size:1.5}];shield:banner},https://watabou.github.io/city-generator/?name=Fumai&population=740&size=12&seed=8194174370292&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
293,Funyihing,Howantingia,Howantingia Parish,Seavedonia,Holy State of Seavedonia,Guantzu,Guantzu Faith,751,892.36,406.72,3.46,4.38,52,102°F,Mecca,,,,,plaza,temple,,{t1:or;ordinaries:[{ordinary:terrace;t:gules;line:straight}];charges:[{charge:trefle;t:azure;p:bhdf;size:0.5}];shield:banner},https://watabou.github.io/city-generator/?name=Funyihing&population=751&size=12&seed=8194174370293&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
294,Cheunho,Sailun,Sailun Parish,Seavedonia,Holy State of Seavedonia,Guantzu,Guantzu Faith,1436,957.08,406.59,3.47,9.8,118,102°F,Mecca,,,citadel,,,temple,,{t1:or;charges:[{charge:key;t:sable;p:e;size:1.5}];shield:banner},https://watabou.github.io/city-generator/?name=Cheunho&population=1436&size=15&seed=8194174370294&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
295,Perstover,Gathamber,Gathamber Earldom,Comburghia,Kingdom of Comburghia,Westen,Norwickism,686,226.5,606.94,-13.29,-51.34,328,99°F,Mecca,,,citadel,,,,,{t1:azure;charges:[{charge:mallet;t:argent;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Perstover&population=686&size=11&seed=8194174370295&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
296,Peliscast,Mackingia,Mackingia County,Ardg,Ardg Empire,Nortumbic,Nortumbic Beliefs,3938,1339.44,608.49,-13.42,41.8,643,99°F,Mecca,,,citadel,,,,,{t1:argent;ordinaries:[{ordinary:bend;t:gules;line:nebuly}];charges:[{charge:mullet;t:purpure;p:cg;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Peliscast&population=3938&size=22&seed=8194174370296&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
297,Wickham,Somerleyles,Somerleyles Landgrave,Chichia,Grand Duchy of Chichia,Westen,Norwickism,3249,308.95,754.33,-25.63,-44.44,118,90°F,Mecca,,,citadel,,,,,{t1:purpure;ordinaries:[{ordinary:pileInBend;t:argent}];charges:[{charge:crescent;t:azure;p:eo;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Wickham&population=3249&size=20&seed=8194174370297&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
298,Khunzir,Kirbia,Kirbia Earldom,Chichia,Grand Duchy of Chichia,Durinn,Norwickism,696,342.5,801.77,-29.6,-41.64,266,82°F,Bangkok,,,citadel,,plaza,,,{t1:or;charges:[{charge:key;t:azure;p:e;size:1.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Khunzir&population=696&size=11&seed=8194174370298&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
299,Afesp,Aconia,Aconia County,Afespia,Kingdom of Afespia,Keltan,Norwickism,703,177.53,126.31,26.93,-55.44,643,82°F,Bangkok,,,,,plaza,,,{t1:gules;charges:[{charge:serpent;t:or;p:e;size:1.5;sinister:1}];shield:vesicaPiscis},https://watabou.github.io/village-generator/?pop=703&name=&seed=8194174370299&width=1000&height=455&tags=dead+end%2Cuncultivated%2Cdense
300,Eigwyndo,Witonia,Witonia Parish,Withamberia,Diocese of Withamberia,Keltan,Norwickism,12866,349.12,285.83,13.58,-41.08,210,100°F,Mecca,,,citadel,walls,plaza,temple,,{t1:sable;division:{division:gyronny;t:or};charges:[{charge:tower;t:argent;p:abcpqh;divided:counter;size:0.5}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Eigwyndo&population=12866&size=34&seed=8194174370300&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
301,Aberkeith,Rraj'hass,Rraj'hass Captaincy,Sor'thaz,Kingdom of Sor'thaz,Keltan,Norwickism,676,116.66,342.35,8.85,-60.54,328,99°F,Mecca,,,citadel,,plaza,,,{t1:argent;ordinaries:[{ordinary:bend;t:sable;line:straight}];charges:[{charge:crossBottony;t:argent;p:joe;size:0.5}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Aberkeith&population=676&size=11&seed=8194174370301&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
302,Aberleigh,Abergarac,Abergarac Earldom,Sor'thaz,Kingdom of Sor'thaz,Keltan,Norwickism,718,81.22,363.64,7.07,-63.5,328,99°F,Mecca,,,citadel,,,,,{t1:purpure;charges:[{charge:cavalier;t:argent;p:e;size:1.5}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Aberleigh&population=718&size=12&seed=8194174370302&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
303,Shugashju,Rraj'hass,Rraj'hass Captaincy,Sor'thaz,Kingdom of Sor'thaz,Aj'Snaga,Norwickism,2680,161.3,405.62,3.55,-56.8,118,102°F,Mecca,,,,,plaza,,,{t1:gules;division:{division:perCross;t:or;line:dentilly};charges:[{charge:compassRose;t:argent;p:jl;divided:counter;size:0.7}];shield:fantasy1},https://watabou.github.io/city-generator/?name=Shugashju&population=2680&size=19&seed=8194174370303&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
304,Tetheters,Tetheters,Tetheters County,Chiptonby,Protectorate of Chiptonby,Westen,Westen Beliefs,6233,810.6,411.9,3.03,-2.46,13,102°F,Mecca,,,citadel,walls,plaza,,,{t1:potentInPale-argent-gules;ordinaries:[{ordinary:chevron;t:sable}];shield:heater},https://watabou.github.io/city-generator/?name=Tetheters&population=6233&size=26&seed=8194174370304&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
305,Vushjun'har,Srapjergek,Srapjergek Margrave,Sor'thaz,Kingdom of Sor'thaz,Aj'Snaga,Norwickism,3517,76.75,533.45,-7.14,-63.88,210,100°F,Mecca,,,citadel,,,,,{t1:sable;ordinaries:[{ordinary:cross;t:or;line:straight}];charges:[{charge:fusil;t:gules;p:e;size:0.5}];shield:fantasy1},https://watabou.github.io/city-generator/?name=Vushjun%27har&population=3517&size=21&seed=8194174370305&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
306,Tiverington,Burton,Burton Parish,Seavedonia,Holy State of Seavedonia,Nortumbic,Nortumbic Beliefs,715,1195.56,612.19,-13.73,29.76,13,100°F,Mecca,,,citadel,,plaza,temple,,{t1:or;division:{division:perFess;t:gules;line:straight};charges:[{charge:escallop;t:azure;p:kn;divided:counter;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Tiverington&population=715&size=12&seed=8194174370306&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
307,Uktharb,Burmingley,Burmingley County,Swasings,Principality of Swasings,Durinn,Durinn Pantheon,5148,1023.83,659.6,-17.7,15.38,397,97°F,Mecca,,,,walls,,,,{t1:gules;ordinaries:[{ordinary:pale;t:or;line:straight}];charges:[{charge:sun;t:sable;p:beh;size:0.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Uktharb&population=5148&size=24&seed=8194174370307&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
308,Alseasings,Southfield,Southfield Captaincy,Comburghia,Kingdom of Comburghia,Westen,Norwickism,1813,210.12,688.12,-20.09,-52.71,738,95°F,Mecca,,,,,,,,{t1:or;charges:[{charge:bowWithArrow;t:purpure;p:jeo;size:0.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1813&name=&seed=8194174370308&width=1600&height=727&tags=highway%2Cuncultivated%2Cno+orchards%2Cno+square%2Cdense
309,Eroeterton,Kirbia,Kirbia Earldom,Chichia,Grand Duchy of Chichia,Westen,Norwickism,4712,328.58,783.03,-28.03,-42.8,52,88°F,Mecca,,,citadel,,,,,{t1:or;charges:[{charge:cancer;t:azure;p:jln;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Eroeterton&population=4712&size=23&seed=8194174370309&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
310,Abergre,Abertahia,Abertahia Earldom,Afespia,Kingdom of Afespia,Keltan,Norwickism,1208,254.3,150,24.95,-49.02,30,86°F,Khartoum,,,,,plaza,,,{t1:argent;charges:[{charge:crossHummetty;t:gules;p:jln;size:0.7}];shield:vesicaPiscis},https://watabou.github.io/village-generator/?pop=1208&name=&seed=8194174370310&width=1400&height=636&tags=highway%2Cuncultivated%2Cno+orchards%2Cdense
311,Inhafraw,Aberviefenia,Aberviefenia County,Afespia,Kingdom of Afespia,Keltan,Britian Sect,4292,81.25,217.52,19.3,-63.5,1890,86°F,Khartoum,,,,,,,,{t1:argent;division:{division:perCross;t:azure;line:straight};charges:[{charge:mullet10;t:vert;p:e;divided:counter;size:1.5}];shield:vesicaPiscis},https://watabou.github.io/city-generator/?name=Inhafraw&population=4292&size=22&seed=8194174370311&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
